"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1905819","BP","GO:1905819","negative regulation of chromosome separation","12/1639","53/18903",0.00161622525710369,0.0340565888405469,0.0287755781485467,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/FBXO5/GEN1",12
"GO:0006006","BP","GO:0006006","glucose metabolic process","29/1639","188/18903",0.00166497309845375,0.0348972860032054,0.029485911970193,"TKTL1/SLC45A3/KCNQ1/PC/BAD/DCXR/ENO3/GPLD1/G6PC3/PTPN2/FBP1/TIGAR/FAM3C/PDK4/SLC39A14/SRC/SELENOS/NR3C1/SLC25A13/FOXA2/PCK2/PFKP/EP300/HECTD4/CRTC2/SOGA1/GPD1/ACACB/HK3",29
"GO:0008016","BP","GO:0008016","regulation of heart contraction","32/1639","214/18903",0.00166799410901526,0.0348972860032054,0.029485911970193,"ACE2/MYL4/MYL3/KCNQ1/EPAS1/RGS2/MEF2A/PDE4B/ATP1B1/DSP/CAMK2D/NUP155/ATP2B4/P2RX4/CACNB2/DSG2/HRC/CACNA1C/SREBF1/KCND3/CYP2J2/SLC9A1/SCN5A/CACNA1D/CACNA1G/DSC2/ATP2A3/SLC1A1/ATP1A2/KCNE4/GPD1L/HCN4",32
"GO:0046364","BP","GO:0046364","monosaccharide biosynthetic process","17/1639","90/18903",0.00170545180553859,0.0355544367544729,0.0300411611434737,"AKR1B1/PC/PGD/G6PC3/PTPN2/FBP1/FAM3C/SLC39A14/SELENOS/NR3C1/AKR1A1/SLC25A13/PCK2/EP300/CRTC2/SOGA1/GPD1",17
"GO:0072078","BP","GO:0072078","nephron tubule morphogenesis","15/1639","75/18903",0.00173004982509708,0.0359397983100557,0.0303667663181445,"WNT11/KLHL3/VEGFA/TACSTD2/MYC/GREM1/BMP4/GZF1/DCHS1/SMO/PBX1/FMN1/SALL1/GREB1L/WNT6",15
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","26/1639","163/18903",0.00174151225074272,0.0360505300074523,0.030460327321182,"DLGAP5/KIF11/PRC1/CENPE/TTK/NDC80/TPX2/AURKB/BIRC5/EFHC2/KIF4A/CDC20/ESPL1/CENPH/STIL/AURKA/CDCA8/KIF15/STMN1/RAB11A/CCDC61/PKHD1/CHMP4B/DRG1/MAP10/KIFC2",26
"GO:1903115","BP","GO:1903115","regulation of actin filament-based movement","10/1639","40/18903",0.00176317139478958,0.0363708232630454,0.0307309540609863,"PDE4B/PDPN/DSP/CAMK2D/DSG2/CACNA1C/SCN5A/DSC2/ATP1A2/HCN4",10
"GO:0030004","BP","GO:0030004","cellular monovalent inorganic cation homeostasis","20/1639","114/18903",0.00180325607438668,0.0369780675183432,0.0312440355268192,"ATP12A/SCNN1B/CA2/SCNN1G/ATP6V0D2/SLC9A2/ATP6V1A/SLC4A8/CLCN3/HVCN1/ATP6V1H/ATP6V1F/ATP1B1/ATP6AP2/CHP1/TMEM106B/CLN6/SLC9A1/ATP4A/ATP1A2",20
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","62/1639","492/18903",0.00180518887187693,0.0369780675183432,0.0312440355268192,"EGF/PTGS2/WNT11/VIL1/ANXA3/ANLN/S100P/TACR1/VEGFA/SEMA4B/PAK3/ID1/TIMP1/ERBB4/PTPRM/TACSTD2/PTPRR/DPP4/EPB41L4B/SPARC/PDLIM1/RGCC/ACVR1B/KDR/ARHGAP4/RTN4/SEMA5A/SDC4/ENPP2/PPARG/GPLD1/ITGA3/SEMA7A/PDPK1/ADAM9/HMOX1/RAB11A/GREM1/TEK/ETS1/PLXND1/GLUL/CDH5/BMP4/NFE2L2/SRC/PIP5K1A/GNA12/ATP2B4/P2RX4/SMO/SLC9A3R1/FER/SEMA4C/APPL2/IQSEC1/SEMA4A/EVL/PRKCA/RREB1/ARHGDIB/SEMA5B",62
"GO:0008406","BP","GO:0008406","gonad development","34/1639","233/18903",0.00185466358054149,0.0377476769799531,0.0318943049155153,"FANCA/ASPM/A2M/RDH10/GFRA1/BMPR1B/VEGFA/KIF18A/FST/TESC/BRIP1/KDR/PTX3/BOK/NCOA4/HSD17B4/HMGB2/FZD4/CITED2/PRDX4/SRC/MMP2/HSPA5/NUPR1/FER/ACSBG1/TAF4/ESR1/SALL1/ATN1/PGR/REC8/NKX3-1/LRP2",34
"GO:0044262","BP","GO:0044262","cellular carbohydrate metabolic process","41/1639","296/18903",0.0018715553874338,0.0377476769799531,0.0318943049155153,"ANGPTL3/SLC45A3/MOGAT1/IL6ST/B3GNT7/GPD2/BAD/ITPK1/IDH2/GPLD1/PCDH12/PGD/BPNT1/GK5/PTPN2/RBKS/FBP1/INPP5B/GOT1/TIGAR/PPIP5K2/PLA2G4A/FAM3C/PDK4/PHKA1/SRC/GLB1/SELENOS/NR3C1/FOXA2/PYGL/PCK2/SYNJ2/EP300/NUPR1/GNE/SOGA1/ACACB/ENPP1/HAS3/HK3",41
"GO:0031577","BP","GO:0031577","spindle checkpoint signaling","11/1639","47/18903",0.00188185276169245,0.0377476769799531,0.0318943049155153,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/GEN1",11
"GO:1903532","BP","GO:1903532","positive regulation of secretion by cell","39/1639","278/18903",0.00188887514854539,0.0377476769799531,0.0318943049155153,"FGG/FGB/FFAR4/PCSK1/SLC4A8/TACR1/ABAT/WLS/PLA2G3/BAD/RGCC/EZR/MCU/SDC4/PPARG/GPLD1/ADAM9/PLA2G4A/P2RX7/GLUL/BMP6/TGFB3/CADPS2/CD2AP/P2RX4/LRRC8A/PCK2/PINK1/CACNB2/RAB15/AACS/TRPM2/TNFRSF11A/HFE/ADCY8/CACNA1G/FRMD4A/ADORA2B/NKX3-1",39
"GO:0006633","BP","GO:0006633","fatty acid biosynthetic process","26/1639","164/18903",0.00190290039017332,0.0377476769799531,0.0318943049155153,"ACSM4/PTGS2/CYP1A1/FA2H/ELOVL6/SLC45A3/BRCA1/ACOT7/PLA2G3/PTGIS/ELOVL5/MGLL/ABHD2/ABHD3/PLA2G4A/ACADVL/PDK4/ELOVL1/HACD2/ACLY/PRKAB2/ACSBG1/THNSL2/FASN/ACACB/MLXIPL",26
"GO:0003012","BP","GO:0003012","muscle system process","58/1639","455/18903",0.00191588876026455,0.0377476769799531,0.0318943049155153,"GATM/SCNN1B/PTGS2/NMUR1/ACE2/CRYAB/MYL4/ACTA1/COMP/MYL3/TACR1/ABAT/IL6ST/KCNQ1/CXCR4/RGS2/MEF2A/PPARG/PDE4B/HMOX1/MSTN/ATP1B1/EMD/DSP/CAMK2D/TOMM70/NUP155/LMNA/ATP2B4/P2RX4/AKAP13/CACNB2/DSG2/HRC/CACNA1C/ERRFI1/GTF2IRD1/DTNA/CAMTA2/ARHGEF11/PRKG1/KCND3/SLC9A1/PRKCA/RYR1/SCN5A/CACNA1D/CACNA1G/DSC2/STAC/SNTB1/PPP1R13L/ADORA2B/CHRNA3/ATP1A2/KCNE4/GPD1L/HCN4",58
"GO:0032330","BP","GO:0032330","regulation of chondrocyte differentiation","12/1639","54/18903",0.00191684675379929,0.0377476769799531,0.0318943049155153,"BMPR1B/MBOAT2/PKDCC/CCN4/POR/GREM1/BMP6/BMP4/ADAMTS7/IHH/ZNF219/TRPS1",12
"GO:0010765","BP","GO:0010765","positive regulation of sodium ion transport","9/1639","34/18903",0.00193064146313623,0.0377476769799531,0.0318943049155153,"GLRX/TESC/ATP1B1/CHP1/WNK1/SLC9A1/SCN5A/GPD1L/WNK2",9
"GO:0034405","BP","GO:0034405","response to fluid shear stress","9/1639","34/18903",0.00193064146313623,0.0377476769799531,0.0318943049155153,"PTGS2/ASS1/P2RX7/CITED2/TGFB3/NFE2L2/SRC/MMP2/P2RX4",9
"GO:0086004","BP","GO:0086004","regulation of cardiac muscle cell contraction","9/1639","34/18903",0.00193064146313623,0.0377476769799531,0.0318943049155153,"PDE4B/DSP/CAMK2D/DSG2/CACNA1C/SCN5A/DSC2/ATP1A2/HCN4",9
"GO:0006883","BP","GO:0006883","cellular sodium ion homeostasis","7/1639","22/18903",0.00193265024170197,0.0377476769799531,0.0318943049155153,"ATP12A/SCNN1B/SCNN1G/ATP1B1/SLC9A1/ATP4A/ATP1A2",7
"GO:0010766","BP","GO:0010766","negative regulation of sodium ion transport","7/1639","22/18903",0.00193265024170197,0.0377476769799531,0.0318943049155153,"CAMK2D/SLC9A3R1/STK39/WNK1/HECW1/ATP1A2/WNK2",7
"GO:0019400","BP","GO:0019400","alditol metabolic process","7/1639","22/18903",0.00193265024170197,0.0377476769799531,0.0318943049155153,"ANGPTL3/MOGAT1/GPD2/GK5/GOT1/PLA2G4A/PCK2",7
"GO:0086012","BP","GO:0086012","membrane depolarization during cardiac muscle cell action potential","7/1639","22/18903",0.00193265024170197,0.0377476769799531,0.0318943049155153,"CACNB2/CACNA1C/SCN5A/CACNA1D/CACNA1G/ATP1A2/HCN4",7
"GO:0051260","BP","GO:0051260","protein homooligomerization","29/1639","190/18903",0.00196085627120181,0.0381717682728326,0.032252634171493,"MAT1A/CTH/VSTM5/COMP/PKD2L1/ECT2/ALDH1A3/ABCA3/POLQ/MICU1/SHMT2/KCTD12/PRNP/TNFAIP1/ELAVL1/KCTD15/APPL2/TRPM2/KCNG1/CRTC2/KCND3/EVL/PEG10/RYR1/ADCY8/ACACB/BEND3/IKZF4/KCNC2",29
"GO:0061326","BP","GO:0061326","renal tubule development","18/1639","99/18903",0.00198250532032678,0.038465837551819,0.0325011033754459,"WNT11/KLHL3/VEGFA/TACSTD2/WWTR1/MYC/COL4A1/GREM1/BMP4/GZF1/DCHS1/SMO/PBX1/NOTCH2/FMN1/SALL1/GREB1L/WNT6",18
"GO:0022612","BP","GO:0022612","gland morphogenesis","21/1639","123/18903",0.00199239985914502,0.0385306538549789,0.0325558688895615,"SERPINB5/LAMA1/ELF3/ID4/PLXND1/TGFB3/BMP4/SRC/NR3C1/MMP2/PHB2/SLC9A3R1/EGFR/PLXNA1/NTN1/NOTCH2/ESR1/NTN4/PGR/GLI1/NKX3-1",21
"GO:0044331","BP","GO:0044331","cell-cell adhesion mediated by cadherin","8/1639","28/18903",0.00201413057937159,0.0388231923807396,0.0328030447076946,"VEGFA/RGCC/NOTCH4/BMP6/CDH5/FLOT1/FOXA2/FER",8
"GO:0031960","BP","GO:0031960","response to corticosteroid","26/1639","165/18903",0.00207692480862187,0.0399027482022483,0.0337151983897028,"SCNN1B/PTGS2/SLC12A3/SCNN1G/SGK1/ANXA3/CLDN1/PCSK1/ASS1/A2M/PLAT/BAD/ABCA3/ADAM9/POR/GOT1/MSTN/BMP6/SRC/GLB1/NR3C1/PCK2/ERRFI1/STK39/ACSBG1/GPR83",26
"GO:0045454","BP","GO:0045454","cell redox homeostasis","10/1639","41/18903",0.00215354043319528,0.0412399485562053,0.0348450447599812,"NQO1/TXN/PRDX5/GCLC/HVCN1/PRDX4/NFE2L2/ERO1A/SELENOS/CHD6",10
"GO:0006767","BP","GO:0006767","water-soluble vitamin metabolic process","13/1639","62/18903",0.00220659256717531,0.0417719923395797,0.0352945867719137,"TKTL1/PSAT1/CD320/TCN2/SHMT2/GCLC/FLAD1/SLC52A3/BTD/AKR1A1/HLCS/ACP3/CUBN",13
"GO:0071383","BP","GO:0071383","cellular response to steroid hormone stimulus","31/1639","209/18903",0.00222091785150378,0.0417719923395797,0.0352945867719137,"SCNN1B/SCNN1G/SGK1/ASS1/PLPP1/PLAT/BRCA1/ABHD2/NCOA4/MSTN/BMP4/SRC/NR3C1/UFSP2/PHB2/FKBP4/PCK2/TRIM68/EP300/ERRFI1/PER1/ARID1A/NCOR2/ZBTB7A/TRERF1/ESR1/ZMIZ1/PGR/MGARP/ATP1A2/NKX3-1",31
"GO:1901992","BP","GO:1901992","positive regulation of mitotic cell cycle phase transition","18/1639","100/18903",0.00222595978518928,0.0417719923395797,0.0352945867719137,"CYP1A1/DLGAP5/RRM2/DTL/CDC25B/ESPL1/STIL/RGCC/RDX/FBXO5/RAB11A/RRM1/ANAPC5/PHB2/CDC16/PBX1/EGFR/TERT",18
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","49/1639","373/18903",0.00224580275047687,0.0417719923395797,0.0352945867719137,"LCN1/PTGS2/CRYAB/VIL1/SFN/ANGPTL3/SERPINB5/MASTL/SERPINB11/A2M/BIRC5/VEGFA/PLAUR/PAPLN/TIMP1/DPEP1/WFDC2/MGAT5/CTSB/PTX3/RGS2/PRDX5/RENBP/F11R/RDX/POR/PRNP/CDKN2D/APLP2/CRIM1/CD109/CSTB/PROS1/CHP1/SLC39A14/LRCH1/SPINT2/SRC/IKBKB/ABCE1/DHCR24/TIMP3/WNK1/SORT1/SERPINA1/PLXNB3/GMIP/A2ML1/ITIH2",49
"GO:0061028","BP","GO:0061028","establishment of endothelial barrier","11/1639","48/18903",0.00225326865930593,0.0417719923395797,0.0352945867719137,"CLDN1/VEGFA/RAPGEF1/EZR/F11R/RDX/CDH5/IKBKB/RAPGEF3/FASN/HPSE",11
"GO:0009123","BP","GO:0009123","nucleoside monophosphate metabolic process","15/1639","77/18903",0.00227279484854926,0.0417719923395797,0.0352945867719137,"DNPH1/XDH/ADK/ADSS2/DLG2/UCK2/NT5C2/DTYMK/AMPD2/IMPDH2/UMPS/PFAS/AK6/AK8/IMPDH1",15
"GO:0030968","BP","GO:0030968","endoplasmic reticulum unfolded protein response","15/1639","77/18903",0.00227279484854926,0.0417719923395797,0.0352945867719137,"CTH/STC2/BOK/ERN1/PTPN2/NFE2L2/ERO1A/SELENOS/DERL2/HSPA5/ERMP1/PARP16/AMFR/EP300/CREB3L4",15
"GO:0072088","BP","GO:0072088","nephron epithelium morphogenesis","15/1639","77/18903",0.00227279484854926,0.0417719923395797,0.0352945867719137,"WNT11/KLHL3/VEGFA/TACSTD2/MYC/GREM1/BMP4/GZF1/DCHS1/SMO/PBX1/FMN1/SALL1/GREB1L/WNT6",15
"GO:0030111","BP","GO:0030111","regulation of Wnt signaling pathway","45/1639","336/18903",0.00228102967060754,0.0417719923395797,0.0352945867719137,"TRABD2A/DKK1/EGF/IGFBP1/WNT11/ATP6V1C2/ASPM/GPRC5B/HHEX/WLS/WWTR1/FZD1/CCN4/SEMA5A/FRZB/ITGA3/GREM1/FZD4/EMD/ATP6AP2/SRC/MDFIC/MKS1/NFATC4/PTK7/FZD7/AMFR/SLC9A3R1/EGFR/RNF213/WNK1/TERT/ZNRF3/SALL1/DACT1/TLE2/HECW1/KREMEN1/GLI1/TRABD2B/TIAM1/WNK2/TMEM170B/ZBED3/TLE7",45
"GO:0006971","BP","GO:0006971","hypotonic response","5/1639","12/18903",0.00229500825407114,0.0417719923395797,0.0352945867719137,"SLC4A11/FBP1/OXSR1/CAB39/STK39",5
"GO:0019321","BP","GO:0019321","pentose metabolic process","5/1639","12/18903",0.00229500825407114,0.0417719923395797,0.0352945867719137,"NUDT5/DCXR/PGD/RBKS/UXS1",5
"GO:0036444","BP","GO:0036444","calcium import into the mitochondrion","5/1639","12/18903",0.00229500825407114,0.0417719923395797,0.0352945867719137,"MCU/MICU1/MAIP1/SLC25A23/MICU3",5
"GO:0071472","BP","GO:0071472","cellular response to salt stress","5/1639","12/18903",0.00229500825407114,0.0417719923395797,0.0352945867719137,"CAPN3/AKR1B1/MICU1/FBP1/SLC25A23",5
"GO:0090232","BP","GO:0090232","positive regulation of spindle checkpoint","5/1639","12/18903",0.00229500825407114,0.0417719923395797,0.0352945867719137,"NDC80/AURKB/BIRC5/CDCA8/GEN1",5
"GO:0090267","BP","GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","5/1639","12/18903",0.00229500825407114,0.0417719923395797,0.0352945867719137,"NDC80/AURKB/BIRC5/CDCA8/GEN1",5
"GO:0090331","BP","GO:0090331","negative regulation of platelet aggregation","5/1639","12/18903",0.00229500825407114,0.0417719923395797,0.0352945867719137,"FGG/ABAT/CD9/PRKG1/UBASH3B",5
"GO:0030168","BP","GO:0030168","platelet activation","22/1639","133/18903",0.00238651953759984,0.0431831891011111,0.0364869552408919,"FGG/FGB/TXK/COMP/ABAT/IL6ST/VAV3/CLIC1/F11R/PDPN/CD9/PLA2G4A/SRC/DGKA/VAV2/DGKE/DGKZ/PRKG1/PRKCA/UBASH3B/DGKG/CTSG",22
"GO:0035633","BP","GO:0035633","maintenance of blood-brain barrier","9/1639","35/18903",0.00240192257800023,0.0431831891011111,0.0364869552408919,"PTGS2/CLDN1/MFSD2A/VEGFA/F11R/CDH5/ESAM/LAMA2/SLC1A1",9
"GO:0090075","BP","GO:0090075","relaxation of muscle","9/1639","35/18903",0.00240192257800023,0.0431831891011111,0.0364869552408919,"RGS2/PDE4B/ATP1B1/CAMK2D/P2RX4/HRC/PRKG1/ADORA2B/ATP1A2",9
"GO:2000352","BP","GO:2000352","negative regulation of endothelial cell apoptotic process","9/1639","35/18903",0.00240192257800023,0.0431831891011111,0.0364869552408919,"FGG/FGB/KDR/SEMA5A/PDPK1/TEK/CDH5/NFE2L2/TERT",9
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","18/1639","101/18903",0.00249399152168273,0.0446595701912373,0.0377344001812784,"NUDT19/SLC27A2/MFSD2A/HADHB/HADHA/SCP2/ABHD2/HSD17B4/ABHD3/ECHS1/ECI2/ACADVL/ACOT8/PCK2/CROT/LPIN2/TYSND1/ACACB",18
"GO:0046822","BP","GO:0046822","regulation of nucleocytoplasmic transport","19/1639","109/18903",0.00249923432436079,0.0446595701912373,0.0377344001812784,"PTGS2/SFN/TXN/ECT2/BARD1/CDH1/EMD/RANGAP1/CHP1/BMP4/MDFIC/IPO5/RAPGEF3/SMO/PTPN14/RAB23/DNAJC27/NUP214/SUFU",19
"GO:0010634","BP","GO:0010634","positive regulation of epithelial cell migration","27/1639","176/18903",0.00255434359773746,0.045417167789096,0.0383745203349557,"EGF/PTGS2/VIL1/ANXA3/TACR1/VEGFA/EPB41L4B/SPARC/KDR/RTN4/SEMA5A/ENPP2/GPLD1/ITGA3/PDPK1/ADAM9/HMOX1/RAB11A/TEK/ETS1/BMP4/NFE2L2/SRC/P2RX4/IQSEC1/PRKCA/RREB1",27
"GO:0070542","BP","GO:0070542","response to fatty acid","13/1639","63/18903",0.0025638646187414,0.045417167789096,0.0383745203349557,"PTGS2/GLDC/CLDN1/PCSK1/ASS1/E2F1/PLAT/BAD/PID1/PDK4/SRC/SMARCD1/SREBF1",13
"GO:0046823","BP","GO:0046823","negative regulation of nucleocytoplasmic transport","7/1639","23/18903",0.00257260105799422,0.045417167789096,0.0383745203349557,"TXN/BARD1/RANGAP1/CHP1/MDFIC/RAB23/SUFU",7
"GO:0009064","BP","GO:0009064","glutamine family amino acid metabolic process","15/1639","78/18903",0.00259302468017861,0.045417167789096,0.0383745203349557,"OAT/ASS1/PHGDH/DAO/FAH/GCLC/GOT1/GLUL/ASNSD1/ATP2B4/AADAT/PFAS/ALDH4A1/SLC39A8/RIMKLB",15
"GO:1901568","BP","GO:1901568","fatty acid derivative metabolic process","15/1639","78/18903",0.00259302468017861,0.045417167789096,0.0383745203349557,"NUDT19/ELOVL6/THEM5/ACOT7/DPEP1/ELOVL5/HSD17B4/GGT5/HMGCL/ELOVL1/HMGCLL1/HACD2/ALDH3A2/AACS/ACSBG1",15
"GO:0010463","BP","GO:0010463","mesenchymal cell proliferation","10/1639","42/18903",0.00261050485768741,0.045417167789096,0.0383745203349557,"WNT11/CHRD/KDR/MYC/BMP4/LMNA/DCHS1/SMO/IHH/MSX1",10
"GO:0044786","BP","GO:0044786","cell cycle DNA replication","10/1639","42/18903",0.00261050485768741,0.045417167789096,0.0383745203349557,"CDC45/MCM2/GINS3/DNA2/MCM6/GMNN/FBXO5/ATAD5/WIZ/AICDA",10
"GO:2000249","BP","GO:2000249","regulation of actin cytoskeleton reorganization","10/1639","42/18903",0.00261050485768741,0.045417167789096,0.0383745203349557,"F11R/TEK/ESAM/CARMIL1/CD2AP/RAPGEF3/TRPM2/IQGAP2/NOTCH2/ARHGDIB",10
"GO:0016311","BP","GO:0016311","dephosphorylation","47/1639","357/18903",0.00261115882168982,0.045417167789096,0.0383745203349557,"PTPN5/PTPRQ/DUSP9/MASTL/PLPP1/CDCA2/CDC25B/PTPRM/PTPRR/CAMTA1/SWAP70/DUSP1/NCEH1/MGAT5/GPLD1/LHPP/DUSP6/BPNT1/PTPN2/FBP1/SACM1L/INPP5B/CDH5/CHP1/CTTNBP2NL/SRC/PTPRK/NANP/IKBKB/GNA12/DUSP16/PINK1/PTPN14/SMG7/PDPR/ACP3/SYNJ2/CDC14A/PTPRF/PTPRZ1/SGPP1/THNSL2/PTPRS/UBASH3B/AMBRA1/SGPP2/PTPN22",47
"GO:0045137","BP","GO:0045137","development of primary sexual characteristics","34/1639","238/18903",0.002643659744969,0.0458468307984447,0.0387375573249766,"FANCA/ASPM/A2M/RDH10/GFRA1/BMPR1B/VEGFA/KIF18A/FST/TESC/BRIP1/KDR/PTX3/BOK/NCOA4/HSD17B4/HMGB2/FZD4/CITED2/PRDX4/SRC/MMP2/HSPA5/NUPR1/FER/ACSBG1/TAF4/ESR1/SALL1/ATN1/PGR/REC8/NKX3-1/LRP2",34
"GO:0033047","BP","GO:0033047","regulation of mitotic sister chromatid segregation","12/1639","56/18903",0.00265573677627799,0.0459208132580539,0.038800067638563,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/FBXO5/GEN1",12
"GO:0031345","BP","GO:0031345","negative regulation of cell projection organization","29/1639","194/18903",0.00269004987303599,0.0463777220046292,0.0391861254849724,"DKK1/FSTL4/SEMA4B/ID1/TACSTD2/ITM2C/RAB29/ARHGAP4/RTN4RL1/RTN4/SEMA5A/CDH1/ITGA3/SEMA7A/PRNP/LIMK2/NFATC4/ADCY6/FKBP4/SEMA4C/NTN1/SEMA4A/EVL/PTPRS/PLXNB3/SEMA5B/KREMEN1/MGARP/DCC",29
"GO:0019395","BP","GO:0019395","fatty acid oxidation","19/1639","110/18903",0.00278108585317372,0.0476676493609571,0.0402760292807327,"CYP24A1/SLC27A2/MFSD2A/FMO2/HADHB/HADHA/SCP2/HSD17B4/ECHS1/POR/ECI2/ACADVL/PDK4/ADH4/ACOT8/CROT/APPL2/TYSND1/ACACB",19
"GO:1902749","BP","GO:1902749","regulation of cell cycle G2/M phase transition","19/1639","110/18903",0.00278108585317372,0.0476676493609571,0.0402760292807327,"KIF14/ORC1/DTL/AURKB/CENPF/CDC25B/BRCA1/AURKA/CLSPN/BARD1/FBXO5/NABP1/RAB11A/ATAD5/RRM1/CCNQ/TOPBP1/PBX1/NEK10",19
"GO:0098656","BP","GO:0098656","anion transmembrane transport","37/1639","266/18903",0.00281602163856959,0.0481261372475308,0.0406634213966031,"SLC26A4/CLIC5/SLC12A3/ACE2/SLC37A2/SLC4A11/MPC1/SLC4A8/SLC5A8/SLC38A9/EMB/SLC7A8/CLIC1/RGS2/CLCN2/CLCN3/PRNP/SLC3A2/ANO3/SLC25A30/PCYOX1/SFXN1/SLC20A1/SLC25A13/SLC25A38/LRRC8A/SLC20A2/LRRC8E/SLC39A8/SLC5A6/SLC6A9/SLC1A1/ATP1A2/SLC16A3/GABRA3/GABRG3/LRP2",37
"GO:1900180","BP","GO:1900180","regulation of protein localization to nucleus","22/1639","135/18903",0.00288759455852552,0.0492062852451348,0.0415760754284726,"PTGS2/TRIM29/ECT2/WWTR1/TFRC/CDH1/LIMK2/GLUL/CHP1/BMP4/CCT3/SRC/MDFIC/CCT8/CD2AP/IPO5/LMNA/SMO/RAB23/RASSF5/TERT/SUFU",22
"GO:0045177","CC","GO:0045177","apical part of cell","79/1692","435/19869",8.17556936152750e-11,4.08166724944988e-08,3.35781547145668e-08,"ATP12A/S100G/CRB1/SLC15A1/SLC26A4/SCNN1B/TRPM6/SLC22A4/CLIC5/SLC12A3/ACE2/CA2/SCNN1G/ATP6V0D2/CLDN1/SLC4A11/ASPM/ATP6V1A/PLPP1/SLC5A8/KCNQ1/SLC6A14/PLAT/SLC2A13/DPP4/DPEP1/EPB41L4B/CA4/ITPK1/SPTBN2/SLC7A8/EZR/CTSB/SPTBN5/SLC22A5/MAL2/ATP6V1E1/CLCN3/PDPN/RDX/ITPR3/HVCN1/DSTYK/ATP1B1/OSMR/TEK/SLC3A2/SLC52A3/PKHD1/ATP6AP2/SLC29A1/SLC39A14/AKR1A1/DCHS1/DYNC2H1/SLC9A3R1/CUBN/MTCL1/STK39/CHL1/SLC39A8/SLC9A1/SLC5A6/HFE/SLC7A9/ADCY8/SLC6A9/ATP4A/SLC1A1/SHANK2/UPK3A/SLC29A4/KCNE4/SLC16A3/MAL/KCNC2/VANGL2/LRP2/SLC39A4",79
"GO:0016324","CC","GO:0016324","apical plasma membrane","70/1692","368/19869",1.19696986787386e-10,4.08166724944988e-08,3.35781547145668e-08,"ATP12A/S100G/CRB1/SLC15A1/SLC26A4/SCNN1B/TRPM6/SLC22A4/CLIC5/SLC12A3/ACE2/SCNN1G/ATP6V0D2/CLDN1/SLC4A11/ASPM/ATP6V1A/PLPP1/SLC5A8/KCNQ1/SLC6A14/SLC2A13/DPP4/DPEP1/CA4/ITPK1/SPTBN2/SLC7A8/EZR/CTSB/SLC22A5/MAL2/ATP6V1E1/CLCN3/PDPN/RDX/HVCN1/DSTYK/ATP1B1/OSMR/TEK/SLC3A2/SLC52A3/PKHD1/ATP6AP2/SLC29A1/SLC39A14/AKR1A1/SLC9A3R1/CUBN/MTCL1/STK39/SLC39A8/SLC9A1/SLC5A6/SLC7A9/ADCY8/SLC6A9/ATP4A/SLC1A1/SHANK2/UPK3A/SLC29A4/KCNE4/SLC16A3/MAL/KCNC2/VANGL2/LRP2/SLC39A4",70
"GO:0016323","CC","GO:0016323","basolateral plasma membrane","42/1692","229/19869",1.63711181022176e-06,0.00037217008485708,0.000306168629771297,"ATP12A/S100G/CLDN1/SLC4A11/SLC16A10/MYO1D/KCNQ1/ERBB4/CDH16/NDRG4/CADM1/VSIG1/SLC7A8/TFRC/DLG2/EZR/ITGA3/PDPN/DSTYK/SLC40A1/ATP1B1/TEK/SLC3A2/SLC29A1/SLC39A14/DSP/FLOT1/ATP2B4/EGFR/SLC7A6/STK39/SLC39A8/SLC9A1/SLC5A6/ADCY8/SLC6A9/ENPP1/SLC29A4/SLC16A3/KCNC2/ATP2C2/ABCC6",42
"GO:0005902","CC","GO:0005902","microvillus","22/1692","93/19869",8.3174466285189e-06,0.00141812465016247,0.00116663132973699,"CRB1/VIL1/S100P/ATP6V1A/MYO1D/DPEP1/SLC7A8/EZR/DCXR/MYO1E/ATP6V1E1/PDPN/RDX/CD302/TEK/AOC3/RAPGEF3/SLC9A3R1/CUBN/IQGAP2/MYO1H/MYO1G",22
"GO:0009925","CC","GO:0009925","basal plasma membrane","43/1692","254/19869",1.04169512033142e-05,0.00142087214413206,0.00116889157712979,"ATP12A/S100G/CLDN1/SLC4A11/SLC16A10/MYO1D/KCNQ1/ERBB4/TACSTD2/CDH16/NDRG4/CADM1/VSIG1/SLC7A8/TFRC/DLG2/EZR/ITGA3/PDPN/DSTYK/SLC40A1/ATP1B1/TEK/SLC3A2/SLC29A1/SLC39A14/DSP/FLOT1/ATP2B4/EGFR/SLC7A6/STK39/SLC39A8/SLC9A1/SLC5A6/ADCY8/SLC6A9/ENPP1/SLC29A4/SLC16A3/KCNC2/ATP2C2/ABCC6",43
