Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0010951,negative regulation of endopeptidase activity,19_GO:0048519 negative regulation of biological process,-4.8,3.2,5.3,30211,251,680,18,2.6,0.62,3053|3698|3827|5055|5076|5265|5268|5269|5270|5274|5276|6423|7035|7057|7429|10406|84651|144568,SERPIND1|ITIH2|KNG1|SERPINB2|PAX2|SERPINA1|SERPINB5|SERPINB6|SERPINE2|SERPINI1|SERPINI2|SFRP2|TFPI|THBS1|VIL1|WFDC2|SPINK7|A2ML1,-2.8,MyList
GO Biological Processes,19,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,19_GO:0023052 signaling,-4.7,2.6,5,30211,403,680,24,3.5,0.71,1136|1435|1839|1942|1948|2321|2888|3484|3925|4739|5063|5154|5284|5291|5793|6272|7039|7429|9693|10256|23236|26037|64283|80310,CHRNA3|CSF1|HBEGF|EFNA1|EFNB2|FLT1|GRB14|IGFBP1|STMN1|NEDD9|PAK3|PDGFA|PIGR|PIK3CB|PTPRG|SORT1|TGFA|VIL1|RAPGEF2|CNKSR1|PLCB1|SIPA1L1|ARHGEF28|PDGFD,-2.8,MyList
GO Biological Processes,19,GO:0046467,membrane lipid biosynthetic process,19_GO:0008152 metabolic process,-4.7,4.1,5.6,30211,140,680,13,1.9,0.53,5027|5283|7368|8702|9514|26301|51604|53947|80055|80157|81537|166929|340485,P2RX7|PIGH|UGT8|B4GALT4|GAL3ST1|GBGT1|PIGT|A4GALT|PGAP1|CWH43|SGPP1|SGMS2|ACER2,-2.8,MyList
Reactome Gene Sets,6,R-HSA-388396,GPCR downstream signalling,,-4.7,2.3,4.8,30211,629,680,32,4.7,0.81,134|747|1606|1608|1839|1880|1906|1910|2149|2150|2151|2852|2863|3827|4828|5144|5321|5575|5578|5732|6751|6870|7433|9170|10267|10316|10451|10768|23229|23236|60675|170589,ADORA1|DAGLA|DGKA|DGKG|HBEGF|GPR183|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GPR39|KNG1|NMB|PDE4D|PLA2G4A|PRKAR1B|PRKCA|PTGER2|SSTR1|TACR3|VIPR1|LPAR2|RAMP1|NMUR1|VAV3|AHCYL1|ARHGEF9|PLCB1|PROK2|GPHA2,-2.7,MyList
GO Biological Processes,19,GO:0002687,positive regulation of leukocyte migration,19_GO:0040011 locomotion,-4.7,4.1,5.6,30211,141,680,13,1.9,0.53,972|1435|1906|2150|2660|3929|7057|9750|27347|57402|65125|80310|284340,CD74|CSF1|EDN1|F2RL1|MSTN|LBP|THBS1|RIPOR2|STK39|S100A14|WNK1|PDGFD|CXCL17,-2.7,MyList
GO Biological Processes,19,GO:0035725,sodium ion transmembrane transport,19_GO:0051179 localization,-4.7,4.4,5.7,30211,121,680,12,1.8,0.5,40|476|6328|6335|6340|6520|6533|6536|8671|10568|53373|84679,ASIC2|ATP1A1|SCN3A|SCN9A|SCNN1G|SLC3A2|SLC6A6|SLC6A9|SLC4A4|SLC34A2|TPCN1|SLC9A7,-2.7,MyList
GO Biological Processes,19,GO:0042908,xenobiotic transport,19_GO:0051179 localization,-4.7,8.2,6.7,30211,38,680,7,1,0.39,540|5174|6513|6565|6584|9076|55244,ATP7B|PDZK1|SLC2A1|SLC15A2|SLC22A5|CLDN1|SLC47A1,-2.7,MyList
GO Biological Processes,19,GO:0030968,endoplasmic reticulum unfolded protein response,19_GO:0023052 signaling,-4.7,6.8,6.4,30211,52,680,8,1.2,0.41,267|467|1491|10595|54956|79139|84899|148327,AMFR|ATF3|CTH|ERN2|PARP16|DERL1|TMTC4|CREB3L4,-2.7,MyList
GO Biological Processes,19,GO:0032989,cellular component morphogenesis,19_GO:0032502 developmental process,-4.7,2.3,4.9,30211,573,680,30,4.4,0.79,214|598|928|1272|1813|1906|1942|1948|2823|3691|3880|3925|4036|4703|4752|5063|5076|5800|7368|7476|8837|22903|23022|23191|51062|51804|56920|64753|222950|284217,ALCAM|BCL2L1|CD9|CNTN1|DRD2|EDN1|EFNA1|EFNB2|GPM6A|ITGB4|KRT19|STMN1|LRP2|NEB|NEK3|PAK3|PAX2|PTPRO|UGT8|WNT7A|CFLAR|BTBD3|PALLD|CYFIP1|ATL1|SIX4|SEMA3G|CCDC136|NYAP1|LAMA1,-2.7,MyList
GO Biological Processes,19,GO:0071383,cellular response to steroid hormone stimulus,19_GO:0050896 response to stimulus,-4.7,4.1,5.6,30211,142,680,13,1.9,0.53,445|476|1906|2660|2852|4824|5467|6781|7035|8837|54206|85315|133522,ASS1|ATP1A1|EDN1|MSTN|GPER1|NKX3-1|PPARD|STC1|TFPI|CFLAR|ERRFI1|PAQR8|PPARGC1B,-2.7,MyList
GO Biological Processes,19,GO:0010811,positive regulation of cell-substrate adhesion,19_GO:0022610 biological adhesion,-4.7,4.4,5.7,30211,122,680,12,1.8,0.5,1012|1435|2039|2199|4739|6239|6251|6385|51144|55612|79625|80005,CDH13|CSF1|DMTN|FBLN2|NEDD9|RREB1|RSU1|SDC4|HSD17B12|FERMT1|NDNF|DOCK5,-2.7,MyList
GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-4.7,2.2,4.8,30211,632,680,32,4.7,0.81,445|598|1080|1136|1663|1813|1906|2039|2852|2888|2890|3484|3625|4217|5027|5167|5899|6340|6430|6647|6781|7099|7184|8649|8837|9663|9693|10768|23191|23236|54206|80310,ASS1|BCL2L1|CFTR|CHRNA3|DDX11|DRD2|EDN1|DMTN|GPER1|GRB14|GRIA1|IGFBP1|INHBB|MAP3K5|P2RX7|ENPP1|RALB|SCNN1G|SRSF5|SOD1|STC1|TLR4|HSP90B1|LAMTOR3|CFLAR|LPIN2|RAPGEF2|AHCYL1|CYFIP1|PLCB1|ERRFI1|PDGFD,-2.7,MyList
GO Biological Processes,19,GO:0071902,positive regulation of protein serine/threonine kinase activity,19_GO:0048518 positive regulation of biological process,-4.7,3.4,5.3,30211,208,680,16,2.4,0.58,1906|2321|4217|5027|5154|5899|7039|7057|7099|9693|10178|10595|22943|54956|80310|205428,EDN1|FLT1|MAP3K5|P2RX7|PDGFA|RALB|TGFA|THBS1|TLR4|RAPGEF2|TENM1|ERN2|DKK1|PARP16|PDGFD|DIPK2A,-2.7,MyList
GO Biological Processes,19,GO:0048598,embryonic morphogenesis,19_GO:0032502 developmental process,-4.6,2.3,4.8,30211,576,680,30,4.4,0.79,1906|1942|2321|3691|3693|3914|4036|4188|4324|5076|5357|6299|6385|6423|6647|7476|8915|9021|9573|22943|28982|51057|51684|51804|54567|57167|80736|140469|157506|259236,EDN1|EFNA1|FLT1|ITGB4|ITGB5|LAMB3|LRP2|MDFI|MMP15|PAX2|PLS1|SALL1|SDC4|SFRP2|SOD1|WNT7A|BCL10|SOCS3|GDF3|DKK1|FLVCR1|WDPCP|SUFU|SIX4|DLL4|SALL4|SLC44A4|MYO3B|RDH10|TMIE,-2.7,MyList
GO Biological Processes,19,GO:0008544,epidermis development,19_GO:0032502 developmental process,-4.6,3,5.1,30211,280,680,19,2.8,0.63,182|2317|3852|3914|5154|5357|5493|6647|7051|8549|22943|23022|23086|29841|51057|55283|55366|80736|728361,JAG1|FLNB|KRT5|LAMB3|PDGFA|PLS1|PPL|SOD1|TGM1|LGR5|DKK1|PALLD|EXPH5|GRHL1|WDPCP|MCOLN3|LGR4|SLC44A4|OVOL3,-2.7,MyList
GO Biological Processes,19,GO:0002931,response to ischemia,19_GO:0050896 response to stimulus,-4.6,6.7,6.3,30211,53,680,8,1.2,0.41,1435|3099|4217|5027|5291|10105|79625|375611,CSF1|HK2|MAP3K5|P2RX7|PIK3CB|PPIF|NDNF|SLC26A5,-2.7,MyList
GO Biological Processes,19,GO:1903522,regulation of blood circulation,19_GO:0032501 multicellular organismal process,-4.6,3.1,5.2,30211,256,680,18,2.6,0.62,40|134|476|489|1813|1824|1839|1906|1910|2149|5144|6781|6870|9992|10008|23171|23493|80005,ASIC2|ADORA1|ATP1A1|ATP2A3|DRD2|DSC2|HBEGF|EDN1|EDNRB|F2R|PDE4D|STC1|TACR3|KCNE2|KCNE3|GPD1L|HEY2|DOCK5,-2.7,MyList
GO Biological Processes,19,GO:0044089,positive regulation of cellular component biogenesis,19_GO:0048518 positive regulation of biological process,-4.6,2.4,4.9,30211,493,680,27,4,0.75,40|2150|2660|2823|3038|5027|5578|5899|6382|6385|7099|7429|7453|7476|9076|9750|9842|10178|10677|23191|55612|55626|57535|64084|90427|139818|100506658,ASIC2|F2RL1|MSTN|GPM6A|HAS3|P2RX7|PRKCA|RALB|SDC1|SDC4|TLR4|VIL1|WARS1|WNT7A|CLDN1|RIPOR2|PLEKHM1|TENM1|AVIL|CYFIP1|FERMT1|AMBRA1|ELAPOR1|CLSTN2|BMF|DOCK11|OCLN,-2.7,MyList
GO Biological Processes,19,GO:0046683,response to organophosphorus,19_GO:0050896 response to stimulus,-4.6,4.3,5.6,30211,124,680,12,1.8,0.5,445|1080|2039|3625|5027|5187|6382|6647|6781|7184|9693|133522,ASS1|CFTR|DMTN|INHBB|P2RX7|PER1|SDC1|SOD1|STC1|HSP90B1|RAPGEF2|PPARGC1B,-2.6,MyList
GO Biological Processes,19,GO:0002688,regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-4.6,4.3,5.6,30211,124,680,12,1.8,0.5,972|1435|1906|2150|2660|3929|7057|9750|27347|57402|65125|284340,CD74|CSF1|EDN1|F2RL1|MSTN|LBP|THBS1|RIPOR2|STK39|S100A14|WNK1|CXCL17,-2.6,MyList
GO Biological Processes,19,GO:0060562,epithelial tube morphogenesis,19_GO:0032502 developmental process,-4.6,2.9,5.1,30211,307,680,20,2.9,0.65,1435|1906|1948|4036|4824|5076|5314|6299|6385|6423|8549|8915|51684|54567|55366|57167|80000|157506|170690|284217,CSF1|EDN1|EFNB2|LRP2|NKX3-1|PAX2|PKHD1|SALL1|SDC4|SFRP2|LGR5|BCL10|SUFU|DLL4|LGR4|SALL4|GREB1L|RDH10|ADAMTS16|LAMA1,-2.6,MyList
Reactome Gene Sets,6,R-HSA-3000170,Syndecan interactions,,-4.6,9.9,7,30211,27,680,6,0.88,0.36,3691|3693|5578|6382|6385|7057,ITGB4|ITGB5|PRKCA|SDC1|SDC4|THBS1,-2.6,MyList
GO Biological Processes,19,GO:0044242,cellular lipid catabolic process,19_GO:0008152 metabolic process,-4.6,3.5,5.3,30211,188,680,15,2.2,0.56,747|1592|2581|2639|5321|5467|8309|9388|9663|23236|51573|54677|133121|340485|390916,DAGLA|CYP26A1|GALC|GCDH|PLA2G4A|PPARD|ACOX2|LIPG|LPIN2|PLCB1|GDE1|CROT|ENPP6|ACER2|NUDT19,-2.6,MyList
GO Biological Processes,19,GO:0009247,glycolipid biosynthetic process,19_GO:0008152 metabolic process,-4.6,5.7,6,30211,70,680,9,1.3,0.44,5283|7368|8702|9514|26301|51604|53947|80055|80157,PIGH|UGT8|B4GALT4|GAL3ST1|GBGT1|PIGT|A4GALT|PGAP1|CWH43,-2.6,MyList
GO Biological Processes,19,GO:0006816,calcium ion transport,19_GO:0051179 localization,-4.6,3.2,5.2,30211,235,680,17,2.5,0.6,489|1813|1906|1910|2149|2823|5027|6520|9914|10267|10316|53373|55283|55503|80036|84766|286097,ATP2A3|DRD2|EDN1|EDNRB|F2R|GPM6A|P2RX7|SLC3A2|ATP2C2|RAMP1|NMUR1|TPCN1|MCOLN3|TRPV6|TRPM3|CRACR2A|MICU3,-2.6,MyList
GO Biological Processes,19,GO:0043588,skin development,19_GO:0032502 developmental process,-4.6,3.2,5.2,30211,235,680,17,2.5,0.6,182|2317|3691|3694|3925|5154|5493|7051|8549|9076|22943|23022|23086|29841|51684|54206|55366,JAG1|FLNB|ITGB4|ITGB6|STMN1|PDGFA|PPL|TGM1|LGR5|CLDN1|DKK1|PALLD|EXPH5|GRHL1|SUFU|ERRFI1|LGR4,-2.6,MyList
GO Biological Processes,19,GO:0051048,negative regulation of secretion,19_GO:0051179 localization,-4.6,3.7,5.4,30211,167,680,14,2.1,0.54,18|134|972|1813|1906|2149|3625|4129|4828|6833|27347|55691|65125|130399,ABAT|ADORA1|CD74|DRD2|EDN1|F2R|INHBB|MAOB|NMB|ABCC8|STK39|FRMD4A|WNK1|ACVR1C,-2.6,MyList
WikiPathways,27,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,,-4.6,2.9,5,30211,309,680,20,2.9,0.65,1435|1942|2149|2321|3691|3693|3694|3914|5154|5291|6009|6513|7057|7184|8515|9170|64344|80310|148327|284217,CSF1|EFNA1|F2R|FLT1|ITGB4|ITGB5|ITGB6|LAMB3|PDGFA|PIK3CB|RHEB|SLC2A1|THBS1|HSP90B1|ITGA10|LPAR2|HIF3A|PDGFD|CREB3L4|LAMA1,-2.6,MyList
Reactome Gene Sets,6,R-HSA-1483257,Phospholipid metabolism,,-4.6,3.4,5.2,30211,212,680,16,2.4,0.58,1040|5291|5321|8395|9663|23171|51573|64850|80230|80736|84879|129642|133121|162466|253558|254531,CDS1|PIK3CB|PLA2G4A|PIP5K1B|LPIN2|GPD1L|GDE1|ETNPPL|RUFY1|SLC44A4|MFSD2A|MBOAT2|ENPP6|PHOSPHO1|LCLAT1|LPCAT4,-2.6,MyList
GO Biological Processes,19,GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,19_GO:0048518 positive regulation of biological process,-4.6,4.6,5.7,30211,106,680,11,1.6,0.48,2150|2660|2823|5027|9750|9842|10178|10677|23191|139818|100506658,F2RL1|MSTN|GPM6A|P2RX7|RIPOR2|PLEKHM1|TENM1|AVIL|CYFIP1|DOCK11|OCLN,-2.6,MyList
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-4.5,2.5,4.9,30211,442,680,25,3.7,0.72,972|1012|1435|1906|2150|2660|2896|3929|4321|4814|5063|5578|7057|7099|7294|9750|23643|23705|26471|27347|56832|57402|65125|80310|284340,CD74|CDH13|CSF1|EDN1|F2RL1|MSTN|GRN|LBP|MMP12|NINJ1|PAK3|PRKCA|THBS1|TLR4|TXK|RIPOR2|LY96|CADM1|NUPR1|STK39|IFNK|S100A14|WNK1|PDGFD|CXCL17,-2.6,MyList
GO Biological Processes,19,GO:2000027,regulation of animal organ morphogenesis,19_GO:0032502 developmental process,-4.5,4.2,5.5,30211,126,680,12,1.8,0.5,1435|1906|5076|5154|5314|6423|7476|9863|22881|22943|51804|55366,CSF1|EDN1|PAX2|PDGFA|PKHD1|SFRP2|WNT7A|MAGI2|ANKRD6|DKK1|SIX4|LGR4,-2.6,MyList
KEGG Pathway,24,hsa04512,ECM-receptor interaction,,-4.5,5,5.8,30211,88,680,10,1.5,0.46,3691|3693|3694|3914|6382|6385|7057|8515|9899|284217,ITGB4|ITGB5|ITGB6|LAMB3|SDC1|SDC4|THBS1|ITGA10|SV2B|LAMA1,-2.6,MyList
GO Biological Processes,19,GO:0070493,thrombin-activated receptor signaling pathway,19_GO:0023052 signaling,-4.5,20,8.5,30211,9,680,4,0.59,0.29,2149|2150|2151|10788,F2R|F2RL1|F2RL2|IQGAP2,-2.6,MyList
GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0023052 signaling,-4.5,2.9,5,30211,311,680,20,2.9,0.65,467|972|1813|1880|2149|2150|2651|2852|5154|5314|5578|7099|8837|9693|27330|54206|65268|80310|284340|389658,ATF3|CD74|DRD2|GPR183|F2R|F2RL1|GCNT2|GPER1|PDGFA|PKHD1|PRKCA|TLR4|CFLAR|RAPGEF2|RPS6KA6|ERRFI1|WNK2|PDGFD|CXCL17|ALKAL1,-2.6,MyList
GO Biological Processes,19,GO:0006970,response to osmotic stress,19_GO:0050896 response to stimulus,-4.5,5.6,5.9,30211,71,680,9,1.3,0.44,231|1831|5269|6513|6870|9076|27347|54206|81628,AKR1B1|TSC22D3|SERPINB6|SLC2A1|TACR3|CLDN1|STK39|ERRFI1|TSC22D4,-2.6,MyList
GO Biological Processes,19,GO:0010466,negative regulation of peptidase activity,19_GO:0048519 negative regulation of biological process,-4.5,3.1,5.1,30211,262,680,18,2.6,0.62,3053|3698|3827|5055|5076|5265|5268|5269|5270|5274|5276|6423|7035|7057|7429|10406|84651|144568,SERPIND1|ITIH2|KNG1|SERPINB2|PAX2|SERPINA1|SERPINB5|SERPINB6|SERPINE2|SERPINI1|SERPINI2|SFRP2|TFPI|THBS1|VIL1|WFDC2|SPINK7|A2ML1,-2.6,MyList
GO Biological Processes,19,GO:1903035,negative regulation of response to wounding,19_GO:0048519 negative regulation of biological process,-4.5,5,5.7,30211,89,680,10,1.5,0.46,18|928|1906|3827|5055|5154|5270|6833|7035|146760,ABAT|CD9|EDN1|KNG1|SERPINB2|PDGFA|SERPINE2|ABCC8|TFPI|RTN4RL1,-2.6,MyList
GO Biological Processes,19,GO:0044070,regulation of anion transport,19_GO:0051179 localization,-4.5,5,5.7,30211,89,680,10,1.5,0.46,18|134|1080|1906|5027|5174|5321|5593|6781|10768,ABAT|ADORA1|CFTR|EDN1|P2RX7|PDZK1|PLA2G4A|PRKG2|STC1|AHCYL1,-2.6,MyList
KEGG Pathway,24,hsa04072,Phospholipase D signaling pathway,,-4.5,3.9,5.4,30211,148,680,13,1.9,0.53,1606|1608|2149|5154|5291|5321|5578|5899|6009|8395|9170|23236|80310,DGKA|DGKG|F2R|PDGFA|PIK3CB|PLA2G4A|PRKCA|RALB|RHEB|PIP5K1B|LPAR2|PLCB1|PDGFD,-2.6,MyList
KEGG Pathway,24,hsa05200,Pathways in cancer,,-4.5,2.3,4.7,30211,531,680,28,4.1,0.76,182|598|1906|1910|2122|2149|3827|3914|4257|4824|5154|5291|5467|5578|5732|5899|6513|7039|7184|7476|9170|23236|23493|51684|54567|81029|112399|284217,JAG1|BCL2L1|EDN1|EDNRB|MECOM|F2R|KNG1|LAMB3|MGST1|NKX3-1|PDGFA|PIK3CB|PPARD|PRKCA|PTGER2|RALB|SLC2A1|TGFA|HSP90B1|WNT7A|LPAR2|PLCB1|HEY2|SUFU|DLL4|WNT5B|EGLN3|LAMA1,-2.5,MyList
GO Biological Processes,19,GO:0050673,epithelial cell proliferation,19_GO:0009987 cellular process,-4.5,4.9,5.7,30211,90,680,10,1.5,0.46,1012|4824|5291|5467|7039|8549|26298|55366|55612|60675,CDH13|NKX3-1|PIK3CB|PPARD|TGFA|LGR5|EHF|LGR4|FERMT1|PROK2,-2.5,MyList
Reactome Gene Sets,6,R-HSA-2672351,Stimuli-sensing channels,,-4.4,4.5,5.5,30211,109,680,11,1.6,0.48,40|1831|6340|53373|54831|55283|55503|65125|65268|80036|203859,ASIC2|TSC22D3|SCNN1G|TPCN1|BEST2|MCOLN3|TRPV6|WNK1|WNK2|TRPM3|ANO5,-2.5,MyList
GO Biological Processes,19,GO:0061045,negative regulation of wound healing,19_GO:0048519 negative regulation of biological process,-4.4,5.5,5.8,30211,73,680,9,1.3,0.44,18|928|1906|3827|5055|5154|5270|6833|7035,ABAT|CD9|EDN1|KNG1|SERPINB2|PDGFA|SERPINE2|ABCC8|TFPI,-2.5,MyList
GO Biological Processes,19,GO:0007596,blood coagulation,19_GO:0032501 multicellular organismal process,-4.4,3.6,5.2,30211,172,680,14,2.1,0.54,928|1606|1608|2149|2150|2151|3053|3827|5265|5270|5291|7035|10451|22875,CD9|DGKA|DGKG|F2R|F2RL1|F2RL2|SERPIND1|KNG1|SERPINA1|SERPINE2|PIK3CB|TFPI|VAV3|ENPP4,-2.5,MyList
GO Biological Processes,19,GO:0030198,extracellular matrix organization,19_GO:0009987 cellular process,-4.4,3,5,30211,266,680,18,2.6,0.62,1999|2199|3038|3914|4321|4324|5268|6423|10549|11174|51144|54507|55612|79625|169044|170690|171019|255631,ELF3|FBLN2|HAS3|LAMB3|MMP12|MMP15|SERPINB5|SFRP2|PRDX4|ADAMTS6|HSD17B12|ADAMTSL4|FERMT1|NDNF|COL22A1|ADAMTS16|ADAMTS19|COL24A1,-2.5,MyList
GO Biological Processes,19,GO:0030890,positive regulation of B cell proliferation,19_GO:0002376 immune system process,-4.4,7.4,6.3,30211,42,680,7,1,0.39,972|1880|7099|10451|10673|51293|57181,CD74|GPR183|TLR4|VAV3|TNFSF13B|CD320|SLC39A10,-2.5,MyList
KEGG Pathway,24,hsa04810,Regulation of actin cytoskeleton,,-4.4,3.3,5.1,30211,218,680,16,2.4,0.58,2149|3691|3693|3694|3827|5063|5154|5291|8395|8515|9170|10451|10788|23191|80310|93408,F2R|ITGB4|ITGB5|ITGB6|KNG1|PAK3|PDGFA|PIK3CB|PIP5K1B|ITGA10|LPAR2|VAV3|IQGAP2|CYFIP1|PDGFD|MYL10,-2.5,MyList
GO Biological Processes,19,GO:0120032,regulation of plasma membrane bounded cell projection assembly,19_GO:0050789 regulation of biological process,-4.4,3.4,5.1,30211,195,680,15,2.2,0.56,2039|2150|2660|2823|5027|9750|9842|10178|10677|23191|23224|51057|139818|170690|100506658,DMTN|F2RL1|MSTN|GPM6A|P2RX7|RIPOR2|PLEKHM1|TENM1|AVIL|CYFIP1|SYNE2|WDPCP|DOCK11|ADAMTS16|OCLN,-2.5,MyList
GO Biological Processes,19,GO:0043266,regulation of potassium ion transport,19_GO:0051179 localization,-4.4,4.4,5.5,30211,110,680,11,1.6,0.48,134|1813|3736|6833|9992|10008|27347|57628|65125|65268|81832,ADORA1|DRD2|KCNA1|ABCC8|KCNE2|KCNE3|STK39|DPP10|WNK1|WNK2|NETO1,-2.5,MyList
GO Biological Processes,19,GO:0043062,extracellular structure organization,19_GO:0009987 cellular process,-4.4,3,5,30211,267,680,18,2.6,0.62,1999|2199|3038|3914|4321|4324|5268|6423|10549|11174|51144|54507|55612|79625|169044|170690|171019|255631,ELF3|FBLN2|HAS3|LAMB3|MMP12|MMP15|SERPINB5|SFRP2|PRDX4|ADAMTS6|HSD17B12|ADAMTSL4|FERMT1|NDNF|COL22A1|ADAMTS16|ADAMTS19|COL24A1,-2.5,MyList
GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-4.4,2.4,4.7,30211,480,680,26,3.8,0.74,182|445|467|928|1839|1910|2317|2660|3880|4036|4703|4814|6272|6382|7504|8538|8837|9456|9750|23493|26471|51804|54567|81029|85461|163126,JAG1|ASS1|ATF3|CD9|HBEGF|EDNRB|FLNB|MSTN|KRT19|LRP2|NEB|NINJ1|SORT1|SDC1|XK|BARX2|CFLAR|HOMER1|RIPOR2|HEY2|NUPR1|SIX4|DLL4|WNT5B|TANC1|EID2,-2.5,MyList
GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.4,2.8,4.9,30211,318,680,20,2.9,0.65,445|717|929|1906|1910|1948|2149|3929|4129|5027|5467|5732|6833|7099|8915|9076|23643|25819|57379|57402,ASS1|C2|CD14|EDN1|EDNRB|EFNB2|F2R|LBP|MAOB|P2RX7|PPARD|PTGER2|ABCC8|TLR4|BCL10|CLDN1|LY96|NOCT|AICDA|S100A14,-2.5,MyList
WikiPathways,27,WP2572,Primary focal segmental glomerulosclerosis (FSGS),,-4.4,5.4,5.8,30211,74,680,9,1.3,0.44,182|1514|3691|4311|5076|5800|7099|9076|22943,JAG1|CTSL|ITGB4|MME|PAX2|PTPRO|TLR4|CLDN1|DKK1,-2.5,MyList
GO Biological Processes,19,GO:0006836,neurotransmitter transport,19_GO:0051179 localization,-4.4,4.1,5.3,30211,131,680,12,1.8,0.5,5027|6533|6536|6571|7476|9699|9899|22999|54407|90019|415117|440279,P2RX7|SLC6A6|SLC6A9|SLC18A2|WNT7A|RIMS2|SV2B|RIMS1|SLC38A2|SYT8|STX19|UNC13C,-2.5,MyList
GO Biological Processes,19,GO:0008366,axon ensheathment,19_GO:0032502 developmental process,-4.4,4.4,5.5,30211,111,680,11,1.6,0.48,928|1272|2581|3691|5467|6647|7368|7504|8537|9514|114569,CD9|CNTN1|GALC|ITGB4|PPARD|SOD1|UGT8|XK|BCAS1|GAL3ST1|MAL2,-2.5,MyList
GO Biological Processes,19,GO:0007272,ensheathment of neurons,19_GO:0032502 developmental process,-4.4,4.4,5.5,30211,111,680,11,1.6,0.48,928|1272|2581|3691|5467|6647|7368|7504|8537|9514|114569,CD9|CNTN1|GALC|ITGB4|PPARD|SOD1|UGT8|XK|BCAS1|GAL3ST1|MAL2,-2.5,MyList
GO Biological Processes,19,GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,19_GO:0023052 signaling,-4.4,4.4,5.5,30211,111,680,11,1.6,0.48,2149|2150|2321|2852|4824|5154|5270|5467|8395|80310|205428,F2R|F2RL1|FLT1|GPER1|NKX3-1|PDGFA|SERPINE2|PPARD|PIP5K1B|PDGFD|DIPK2A,-2.5,MyList
GO Biological Processes,19,GO:0050817,coagulation,19_GO:0032501 multicellular organismal process,-4.4,3.6,5.2,30211,174,680,14,2.1,0.54,928|1606|1608|2149|2150|2151|3053|3827|5265|5270|5291|7035|10451|22875,CD9|DGKA|DGKG|F2R|F2RL1|F2RL2|SERPIND1|KNG1|SERPINA1|SERPINE2|PIK3CB|TFPI|VAV3|ENPP4,-2.5,MyList
GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,19_GO:0008152 metabolic process,-4.4,3.2,5,30211,220,680,16,2.4,0.58,18|1592|1610|2639|2744|5467|8309|8659|9663|23564|54677|56922|64087|169355|197257|390916,ABAT|CYP26A1|DAO|GCDH|GLS|PPARD|ACOX2|ALDH4A1|LPIN2|DDAH2|CROT|MCCC1|MCCC2|IDO2|LDHD|NUDT19,-2.5,MyList
GO Biological Processes,19,GO:0060491,regulation of cell projection assembly,19_GO:0050789 regulation of biological process,-4.4,3.4,5.1,30211,197,680,15,2.2,0.56,2039|2150|2660|2823|5027|9750|9842|10178|10677|23191|23224|51057|139818|170690|100506658,DMTN|F2RL1|MSTN|GPM6A|P2RX7|RIPOR2|PLEKHM1|TENM1|AVIL|CYFIP1|SYNE2|WDPCP|DOCK11|ADAMTS16|OCLN,-2.5,MyList
GO Biological Processes,19,GO:0032102,negative regulation of response to external stimulus,19_GO:0048519 negative regulation of biological process,-4.3,2.5,4.7,30211,427,680,24,3.5,0.71,18|134|928|1813|1906|2852|2896|3827|4321|5055|5154|5270|5467|5654|5800|6647|6833|7035|7057|7105|9021|56920|146760|284340,ABAT|ADORA1|CD9|DRD2|EDN1|GPER1|GRN|KNG1|MMP12|SERPINB2|PDGFA|SERPINE2|PPARD|HTRA1|PTPRO|SOD1|ABCC8|TFPI|THBS1|TSPAN6|SOCS3|SEMA3G|RTN4RL1|CXCL17,-2.5,MyList
GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-4.3,2.5,4.7,30211,401,680,23,3.4,0.69,445|540|1435|1813|1906|1999|3099|3625|4824|5268|5270|5774|6299|6430|6647|7038|7039|9076|9133|9914|23705|51804|284217,ASS1|ATP7B|CSF1|DRD2|EDN1|ELF3|HK2|INHBB|NKX3-1|SERPINB5|SERPINE2|PTPN3|SALL1|SRSF5|SOD1|TG|TGFA|CLDN1|CCNB2|ATP2C2|CADM1|SIX4|LAMA1,-2.4,MyList
GO Biological Processes,19,GO:0042045,epithelial fluid transport,19_GO:0051179 localization,-4.3,18,8,30211,10,680,4,0.59,0.29,1080|1906|1910|10768,CFTR|EDN1|EDNRB|AHCYL1,-2.4,MyList
