stableID	namegene	nametrans	descript	transtype
ENSNVIG00000000639	MXD4	MXD4-201	MAX dimerization protein 4 [Source:HGNC Symbol;Acc:HGNC:13906]	protein_coding
ENSNVIG00000000640				protein_coding
ENSNVIG00000000641	CAPN5	CAPN5-201	calpain 5 [Source:HGNC Symbol;Acc:HGNC:1482]	protein_coding
ENSNVIG00000000642	DNAJA1	DNAJA1-201	DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]	protein_coding
ENSNVIG00000000643	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000644				lncRNA
ENSNVIG00000000645	PHEX	PHEX-201	phosphate regulating endopeptidase homolog X-linked [Source:HGNC Symbol;Acc:HGNC:8918]	protein_coding
ENSNVIG00000000646	PTGER4	PTGER4-201	prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]	protein_coding
ENSNVIG00000000647				lncRNA
ENSNVIG00000000648				protein_coding
ENSNVIG00000000649	XPNPEP3	XPNPEP3-201	X-prolyl aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:28052]	protein_coding
ENSNVIG00000000650	COPA	COPA-201	coatomer protein complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]	protein_coding
ENSNVIG00000000651			poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]	protein_coding
ENSNVIG00000000651			poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]	protein_coding
ENSNVIG00000000652	MRM1	MRM1-201	mitochondrial rRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26202]	protein_coding
ENSNVIG00000000653	RB33A	RB33A-201	"RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9773]"	protein_coding
ENSNVIG00000000654				protein_coding
ENSNVIG00000000655	APTX	APTX-201	aprataxin [Source:HGNC Symbol;Acc:HGNC:15984]	protein_coding
ENSNVIG00000000656	UNC93A	UNC93A-201	unc-93 homolog A [Source:HGNC Symbol;Acc:HGNC:12570]	protein_coding
ENSNVIG00000000656	UNC93A	UNC93A-202	unc-93 homolog A [Source:HGNC Symbol;Acc:HGNC:12570]	protein_coding
ENSNVIG00000000658	U4	U4-201	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	snRNA
ENSNVIG00000000659	DHRS11	DHRS11-201	dehydrogenase/reductase 11 [Source:HGNC Symbol;Acc:HGNC:28639]	protein_coding
ENSNVIG00000000660				protein_coding
ENSNVIG00000000661	TM215	TM215-201	transmembrane protein 215 [Source:HGNC Symbol;Acc:HGNC:33816]	protein_coding
ENSNVIG00000000662	TBX6	TBX6-201	T-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:11605]	protein_coding
ENSNVIG00000000663	DNAJB7	DNAJB7-201	DnaJ heat shock protein family (Hsp40) member B7 [Source:HGNC Symbol;Acc:HGNC:24986]	protein_coding
ENSNVIG00000000664	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000665	NEMF	NEMF-201	nuclear export mediator factor [Source:HGNC Symbol;Acc:HGNC:10663]	protein_coding
ENSNVIG00000000666	NDUFB6	NDUFB6-201	NADH:ubiquinone oxidoreductase subunit B6 [Source:HGNC Symbol;Acc:HGNC:7701]	protein_coding
ENSNVIG00000000667	CFAP99	CFAP99-201	cilia and flagella associated protein 99 [Source:HGNC Symbol;Acc:HGNC:51180]	protein_coding
ENSNVIG00000000668	GGNBP2	GGNBP2-201	gametogenetin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19357]	protein_coding
ENSNVIG00000000669	SLC25A17	SLC25A17-201	solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987]	protein_coding
ENSNVIG00000000669	SLC25A17	SLC25A17-202	solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987]	protein_coding
ENSNVIG00000000669	SLC25A17	SLC25A17-203	solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987]	protein_coding
ENSNVIG00000000669	SLC25A17	SLC25A17-204	solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987]	protein_coding
ENSNVIG00000000670				lncRNA
ENSNVIG00000000670				lncRNA
ENSNVIG00000000671	CCDC195	CCDC195-201	coiled-coil domain containing 195 [Source:HGNC Symbol;Acc:HGNC:53441]	protein_coding
ENSNVIG00000000672	TINF2	TINF2-201	TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]	protein_coding
ENSNVIG00000000672	TINF2	TINF2-202	TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]	protein_coding
ENSNVIG00000000672	TINF2	TINF2-203	TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]	protein_coding
ENSNVIG00000000673	SMS	SMS-201	spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123]	protein_coding
ENSNVIG00000000673	SMS	SMS-202	spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123]	protein_coding
ENSNVIG00000000674	TOPORS	TOPORS-201	TOP1 binding arginine/serine rich protein [Source:HGNC Symbol;Acc:HGNC:21653]	protein_coding
ENSNVIG00000000675	DAB2	DAB2-201	DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]	protein_coding
ENSNVIG00000000675	DAB2	DAB2-202	DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]	protein_coding
ENSNVIG00000000675	DAB2	DAB2-203	DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]	protein_coding
ENSNVIG00000000676	SMIM27	SMIM27-201	small integral membrane protein 27 [Source:HGNC Symbol;Acc:HGNC:31420]	protein_coding
ENSNVIG00000000677				lncRNA
ENSNVIG00000000678	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000679				lncRNA
ENSNVIG00000000679				lncRNA
ENSNVIG00000000679				lncRNA
ENSNVIG00000000680				lncRNA
ENSNVIG00000000681			DExD/H-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:19102]	protein_coding
ENSNVIG00000000682	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000683	RNF4	RNF4-201	ring finger protein 4 [Source:HGNC Symbol;Acc:HGNC:10067]	protein_coding
ENSNVIG00000000684	MYO7A	MYO7A-201	myosin VIIA [Source:HGNC Symbol;Acc:HGNC:7606]	protein_coding
ENSNVIG00000000685	SEMA3F	SEMA3F-201	semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]	protein_coding
ENSNVIG00000000685	SEMA3F	SEMA3F-202	semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]	protein_coding
ENSNVIG00000000686	PIGW	PIGW-201	phosphatidylinositol glycan anchor biosynthesis class W [Source:HGNC Symbol;Acc:HGNC:23213]	protein_coding
ENSNVIG00000000687	GPR37	GPR37-201	G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494]	protein_coding
ENSNVIG00000000688	YWHAZ	YWHAZ-201	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855]	protein_coding
ENSNVIG00000000689	DOCK10	DOCK10-201	dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]	protein_coding
ENSNVIG00000000689	DOCK10	DOCK10-202	dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]	protein_coding
ENSNVIG00000000689	DOCK10	DOCK10-203	dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]	protein_coding
ENSNVIG00000000690	AL1A2	AL1A2-201	aldehyde dehydrogenase 1 family member A2 [Source:HGNC Symbol;Acc:HGNC:15472]	protein_coding
ENSNVIG00000000690	AL1A2	AL1A2-202	aldehyde dehydrogenase 1 family member A2 [Source:HGNC Symbol;Acc:HGNC:15472]	protein_coding
ENSNVIG00000000690	AL1A2	AL1A2-203	aldehyde dehydrogenase 1 family member A2 [Source:HGNC Symbol;Acc:HGNC:15472]	protein_coding
ENSNVIG00000000691	AFDN	AFDN-201	"afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]"	protein_coding
ENSNVIG00000000691	AFDN	AFDN-202	"afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]"	protein_coding
ENSNVIG00000000691	AFDN	AFDN-203	"afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]"	protein_coding
ENSNVIG00000000692	PSTPIP2	PSTPIP2-201	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]	protein_coding
ENSNVIG00000000693	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000694	YPEL3	YPEL3-201	yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327]	protein_coding
ENSNVIG00000000694	YPEL3	YPEL3-202	yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327]	protein_coding
ENSNVIG00000000695	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000000696	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000697	AIFM1	AIFM1-201	apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768]	protein_coding
ENSNVIG00000000697	AIFM1	AIFM1-202	apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768]	protein_coding
ENSNVIG00000000697	AIFM1	AIFM1-203	apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768]	protein_coding
ENSNVIG00000000698	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000699	TMEM229A	TMEM229A-201	transmembrane protein 229A [Source:HGNC Symbol;Acc:HGNC:37279]	protein_coding
ENSNVIG00000000700	MYO19	MYO19-201	myosin XIX [Source:HGNC Symbol;Acc:HGNC:26234]	protein_coding
ENSNVIG00000000700	MYO19	MYO19-202	myosin XIX [Source:HGNC Symbol;Acc:HGNC:26234]	protein_coding
ENSNVIG00000000700	MYO19	MYO19-203	myosin XIX [Source:HGNC Symbol;Acc:HGNC:26234]	protein_coding
ENSNVIG00000000700	MYO19	MYO19-204	myosin XIX [Source:HGNC Symbol;Acc:HGNC:26234]	protein_coding
ENSNVIG00000000700	MYO19	MYO19-205	myosin XIX [Source:HGNC Symbol;Acc:HGNC:26234]	protein_coding
ENSNVIG00000000701	Metazoa_SRP	Metazoa_SRP-201	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	misc_RNA
ENSNVIG00000000702				protein_coding
ENSNVIG00000000703	TSN19	TSN19-201	tetraspanin 19 [Source:HGNC Symbol;Acc:HGNC:31886]	protein_coding
ENSNVIG00000000704	ARF6	ARF6-201	ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]	protein_coding
ENSNVIG00000000705	SPAM1	SPAM1-201	sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]	protein_coding
ENSNVIG00000000705	SPAM1	SPAM1-202	sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]	protein_coding
ENSNVIG00000000705	SPAM1	SPAM1-203	sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]	protein_coding
ENSNVIG00000000705	SPAM1	SPAM1-204	sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]	protein_coding
ENSNVIG00000000705	SPAM1	SPAM1-205	sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]	protein_coding
ENSNVIG00000000705	SPAM1	SPAM1-206	sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]	protein_coding
ENSNVIG00000000705	SPAM1	SPAM1-207	sperm adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:11217]	protein_coding
ENSNVIG00000000706				protein_coding
ENSNVIG00000000706				protein_coding
ENSNVIG00000000706				protein_coding
ENSNVIG00000000706				protein_coding
ENSNVIG00000000707	ATP5F1A	ATP5F1A-201	ATP synthase F1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:823]	protein_coding
ENSNVIG00000000708	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000709				lncRNA
ENSNVIG00000000710				snoRNA
ENSNVIG00000000711	MT21D	MT21D-201	valosin containing protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20352]	protein_coding
ENSNVIG00000000711	MT21D	MT21D-202	valosin containing protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20352]	protein_coding
ENSNVIG00000000712				protein_coding
ENSNVIG00000000713	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000000714	MBTPS2	MBTPS2-201	"membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]"	protein_coding
ENSNVIG00000000714	MBTPS2	MBTPS2-202	"membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]"	protein_coding
ENSNVIG00000000715				protein_coding
ENSNVIG00000000716	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000717				snoRNA
ENSNVIG00000000718	SHISA2	SHISA2-201	shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]	protein_coding
ENSNVIG00000000719	U2	U2-201	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	snRNA
ENSNVIG00000000720	ZNF706	ZNF706-201	zinc finger protein 706 [Source:HGNC Symbol;Acc:HGNC:24992]	protein_coding
ENSNVIG00000000721	ACOC	ACOC-201	aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]	protein_coding
ENSNVIG00000000721	ACOC	ACOC-202	aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]	protein_coding
ENSNVIG00000000722	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000000723	TGM1	TGM1-201	transglutaminase 1 [Source:HGNC Symbol;Acc:HGNC:11777]	protein_coding
ENSNVIG00000000724	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000725				protein_coding
ENSNVIG00000000726				miRNA
ENSNVIG00000000727				processed_pseudogene
ENSNVIG00000000728	S6A15	S6A15-201	solute carrier family 6 member 15 [Source:HGNC Symbol;Acc:HGNC:13621]	protein_coding
ENSNVIG00000000728	S6A15	S6A15-202	solute carrier family 6 member 15 [Source:HGNC Symbol;Acc:HGNC:13621]	protein_coding
ENSNVIG00000000729				processed_pseudogene
ENSNVIG00000000730	XRCC2	XRCC2-201	X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829]	protein_coding
ENSNVIG00000000731				protein_coding
ENSNVIG00000000732	SMPX	SMPX-201	small muscle protein X-linked [Source:HGNC Symbol;Acc:HGNC:11122]	protein_coding
ENSNVIG00000000732	SMPX	SMPX-202	small muscle protein X-linked [Source:HGNC Symbol;Acc:HGNC:11122]	protein_coding
ENSNVIG00000000733	PNISR	PNISR-201	PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222]	protein_coding
ENSNVIG00000000733	PNISR	PNISR-202	PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222]	protein_coding
ENSNVIG00000000733	PNISR	PNISR-203	PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222]	protein_coding
ENSNVIG00000000734	ATP8A2	ATP8A2-201	ATPase phospholipid transporting 8A2 [Source:HGNC Symbol;Acc:HGNC:13533]	protein_coding
ENSNVIG00000000734	ATP8A2	ATP8A2-202	ATPase phospholipid transporting 8A2 [Source:HGNC Symbol;Acc:HGNC:13533]	protein_coding
ENSNVIG00000000735	HAUS1	HAUS1-201	HAUS augmin like complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25174]	protein_coding
ENSNVIG00000000736	U1	U1-201	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	snRNA
ENSNVIG00000000737				protein_coding
ENSNVIG00000000739	FAM193A	FAM193A-201	family with sequence similarity 193 member A [Source:HGNC Symbol;Acc:HGNC:16822]	protein_coding
ENSNVIG00000000739	FAM193A	FAM193A-202	family with sequence similarity 193 member A [Source:HGNC Symbol;Acc:HGNC:16822]	protein_coding
ENSNVIG00000000740	SOS2	SOS2-201	SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:11188]	protein_coding
ENSNVIG00000000740	SOS2	SOS2-202	SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:11188]	protein_coding
ENSNVIG00000000740	SOS2	SOS2-203	SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:11188]	protein_coding
ENSNVIG00000000741				lncRNA
ENSNVIG00000000741				lncRNA
ENSNVIG00000000742	U1	U1-201	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	snRNA
ENSNVIG00000000743	PVRIG	PVRIG-201	PVR related immunoglobulin domain containing [Source:HGNC Symbol;Acc:HGNC:32190]	protein_coding
ENSNVIG00000000744	CCT8L2	CCT8L2-201	chaperonin containing TCP1 subunit 8 like 2 [Source:HGNC Symbol;Acc:HGNC:15553]	protein_coding
ENSNVIG00000000745	RABGGTA	RABGGTA-201	Rab geranylgeranyltransferase subunit alpha [Source:HGNC Symbol;Acc:HGNC:9795]	protein_coding
ENSNVIG00000000745	RABGGTA	RABGGTA-202	Rab geranylgeranyltransferase subunit alpha [Source:HGNC Symbol;Acc:HGNC:9795]	protein_coding
ENSNVIG00000000746	MCHR1	MCHR1-201	melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479]	protein_coding
ENSNVIG00000000746	MCHR1	MCHR1-202	melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479]	protein_coding
ENSNVIG00000000747				pseudogene
ENSNVIG00000000748	GRHL2	GRHL2-201	grainyhead like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2799]	protein_coding
ENSNVIG00000000748	GRHL2	GRHL2-202	grainyhead like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2799]	protein_coding
ENSNVIG00000000748	GRHL2	GRHL2-203	grainyhead like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2799]	protein_coding
ENSNVIG00000000749				protein_coding
ENSNVIG00000000751	CR025	CR025-201	chromosome 18 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:28172]	protein_coding
ENSNVIG00000000751	CR025	CR025-202	chromosome 18 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:28172]	protein_coding
ENSNVIG00000000751	CR025	CR025-203	chromosome 18 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:28172]	protein_coding
ENSNVIG00000000751	CR025	CR025-204	chromosome 18 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:28172]	protein_coding
ENSNVIG00000000752	KMT2C	KMT2C-201	lysine methyltransferase 2C [Source:HGNC Symbol;Acc:HGNC:13726]	protein_coding
ENSNVIG00000000753				protein_coding
ENSNVIG00000000754	GDPD3	GDPD3-201	glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]	protein_coding
ENSNVIG00000000755	GNAT1	GNAT1-201	G protein subunit alpha transducin 1 [Source:HGNC Symbol;Acc:HGNC:4393]	protein_coding
ENSNVIG00000000756	PTPRK	PTPRK-201	protein tyrosine phosphatase receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]	protein_coding
ENSNVIG00000000756	PTPRK	PTPRK-202	protein tyrosine phosphatase receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]	protein_coding
ENSNVIG00000000756	PTPRK	PTPRK-203	protein tyrosine phosphatase receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]	protein_coding
ENSNVIG00000000756	PTPRK	PTPRK-204	protein tyrosine phosphatase receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]	protein_coding
ENSNVIG00000000756	PTPRK	PTPRK-205	protein tyrosine phosphatase receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]	protein_coding
ENSNVIG00000000757				protein_coding
ENSNVIG00000000757				protein_coding
ENSNVIG00000000758	U4	U4-201	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	snRNA
ENSNVIG00000000759	FAXC	FAXC-201	"failed axon connections homolog, metaxin like GST domain containing [Source:HGNC Symbol;Acc:HGNC:20742]"	protein_coding
ENSNVIG00000000760				protein_coding
ENSNVIG00000000761	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000763	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000000764	U4	U4-201	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	snRNA
ENSNVIG00000000765	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000766	F7	F7-201	coagulation factor VII [Source:HGNC Symbol;Acc:HGNC:3544]	protein_coding
ENSNVIG00000000766	F7	F7-202	coagulation factor VII [Source:HGNC Symbol;Acc:HGNC:3544]	protein_coding
ENSNVIG00000000766	F7	F7-203	coagulation factor VII [Source:HGNC Symbol;Acc:HGNC:3544]	protein_coding
ENSNVIG00000000767	ETNK1	ETNK1-201	ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649]	protein_coding
ENSNVIG00000000768				protein_coding
ENSNVIG00000000768				protein_coding
ENSNVIG00000000768				protein_coding
ENSNVIG00000000769	DHRS1	DHRS1-201	dehydrogenase/reductase 1 [Source:HGNC Symbol;Acc:HGNC:16445]	protein_coding
ENSNVIG00000000770	CIBAR1	CIBAR1-201	family with sequence similarity 92 member A [Source:HGNC Symbol;Acc:HGNC:30452]	protein_coding
ENSNVIG00000000770	CIBAR1	CIBAR1-202	family with sequence similarity 92 member A [Source:HGNC Symbol;Acc:HGNC:30452]	protein_coding
ENSNVIG00000000770	CIBAR1	CIBAR1-203	family with sequence similarity 92 member A [Source:HGNC Symbol;Acc:HGNC:30452]	protein_coding
ENSNVIG00000000770	CIBAR1	CIBAR1-204	family with sequence similarity 92 member A [Source:HGNC Symbol;Acc:HGNC:30452]	protein_coding
ENSNVIG00000000770	CIBAR1	CIBAR1-205	family with sequence similarity 92 member A [Source:HGNC Symbol;Acc:HGNC:30452]	protein_coding
ENSNVIG00000000771	CNKSR2	CNKSR2-201	connector enhancer of kinase suppressor of Ras 2 [Source:HGNC Symbol;Acc:HGNC:19701]	protein_coding
ENSNVIG00000000771	CNKSR2	CNKSR2-202	connector enhancer of kinase suppressor of Ras 2 [Source:HGNC Symbol;Acc:HGNC:19701]	protein_coding
ENSNVIG00000000771	CNKSR2	CNKSR2-203	connector enhancer of kinase suppressor of Ras 2 [Source:HGNC Symbol;Acc:HGNC:19701]	protein_coding
ENSNVIG00000000771	CNKSR2	CNKSR2-204	connector enhancer of kinase suppressor of Ras 2 [Source:HGNC Symbol;Acc:HGNC:19701]	protein_coding
ENSNVIG00000000772	FBXL4	FBXL4-201	F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]	protein_coding
ENSNVIG00000000773				protein_coding
ENSNVIG00000000774	MRTFA	MRTFA-201	myocardin related transcription factor A [Source:HGNC Symbol;Acc:HGNC:14334]	protein_coding
ENSNVIG00000000775	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000776				protein_coding
ENSNVIG00000000777	SLC38A3	SLC38A3-201	solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]	protein_coding
ENSNVIG00000000777	SLC38A3	SLC38A3-202	solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]	protein_coding
ENSNVIG00000000778				protein_coding
ENSNVIG00000000779	RNF165	RNF165-201	ring finger protein 165 [Source:HGNC Symbol;Acc:HGNC:31696]	protein_coding
ENSNVIG00000000780	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000000781	C9	C9-201	complement C9 [Source:HGNC Symbol;Acc:HGNC:1358]	protein_coding
ENSNVIG00000000781	C9	C9-202	complement C9 [Source:HGNC Symbol;Acc:HGNC:1358]	protein_coding
ENSNVIG00000000782	NCSTN	NCSTN-201	nicastrin [Source:HGNC Symbol;Acc:HGNC:17091]	protein_coding
ENSNVIG00000000782	NCSTN	NCSTN-202	nicastrin [Source:HGNC Symbol;Acc:HGNC:17091]	protein_coding
ENSNVIG00000000782	NCSTN	NCSTN-203	nicastrin [Source:HGNC Symbol;Acc:HGNC:17091]	protein_coding
ENSNVIG00000000783	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000784	SOX5	SOX5-201	SRY-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11201]	protein_coding
ENSNVIG00000000784	SOX5	SOX5-202	SRY-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11201]	protein_coding
ENSNVIG00000000785	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000786	TMTC2	TMTC2-201	transmembrane O-mannosyltransferase targeting cadherins 2 [Source:HGNC Symbol;Acc:HGNC:25440]	protein_coding
ENSNVIG00000000787	SDR9C7	SDR9C7-201	short chain dehydrogenase/reductase family 9C member 7 [Source:HGNC Symbol;Acc:HGNC:29958]	protein_coding
ENSNVIG00000000788	POU3F2	POU3F2-201	POU class 3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9215]	protein_coding
ENSNVIG00000000789	TNIP2	TNIP2-201	TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]	protein_coding
ENSNVIG00000000789	TNIP2	TNIP2-202	TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]	protein_coding
ENSNVIG00000000790	MIR2113	MIR2113-201	microRNA 2113 [Source:HGNC Symbol;Acc:HGNC:37058]	miRNA
